timestamp,object,x1,y1,x2,y2
2025-05-17 18:09:59,car,79,216,100,230
2025-05-17 18:09:59,car,284,323,335,347
2025-05-17 18:09:59,car,69,248,104,264
2025-05-17 18:09:59,person,384,407,395,433
2025-05-17 18:09:59,person,395,405,407,432
2025-05-17 18:09:59,car,284,323,335,347
2025-05-17 18:09:59,car,69,248,104,264
2025-05-17 18:09:59,person,384,407,395,432
2025-05-17 18:09:59,person,396,406,407,431
2025-05-17 18:09:59,car,79,216,100,230
2025-05-17 18:09:59,car,285,323,335,347
2025-05-17 18:09:59,car,69,248,104,264
2025-05-17 18:09:59,person,384,407,395,432
2025-05-17 18:09:59,person,396,405,407,431
2025-05-17 18:09:59,car,222,257,251,270
2025-05-17 18:09:59,car,78,216,100,230
2025-05-17 18:10:00,car,284,323,335,347
2025-05-17 18:10:00,car,69,248,104,264
2025-05-17 18:10:00,person,384,408,395,433
2025-05-17 18:10:00,person,396,405,406,432
2025-05-17 18:10:00,car,222,257,251,270
2025-05-17 18:10:00,car,79,216,100,230
2025-05-17 18:10:00,car,285,323,335,347
2025-05-17 18:10:00,car,69,248,104,264
2025-05-17 18:10:00,person,384,407,395,432
2025-05-17 18:10:00,person,396,405,407,431
2025-05-17 18:10:00,car,222,257,251,270
2025-05-17 18:10:00,car,79,216,100,230
2025-05-17 18:10:00,car,285,323,335,347
2025-05-17 18:10:00,car,69,248,105,264
2025-05-17 18:10:00,person,384,407,395,433
2025-05-17 18:10:00,person,396,404,406,432
2025-05-17 18:10:00,car,222,257,251,270
2025-05-17 18:10:00,car,544,357,578,381
2025-05-17 18:10:00,car,78,216,101,230
2025-05-17 18:10:00,car,284,323,335,347
2025-05-17 18:10:00,car,69,248,104,264
2025-05-17 18:10:00,person,384,406,395,432
2025-05-17 18:10:00,person,396,404,407,432
2025-05-17 18:10:00,car,222,257,251,270
2025-05-17 18:10:00,car,78,216,100,230
2025-05-17 18:10:00,car,284,323,335,347
2025-05-17 18:10:00,car,69,248,104,264
2025-05-17 18:10:00,person,396,404,406,432
2025-05-17 18:10:00,person,384,407,396,432
2025-05-17 18:10:00,car,284,323,335,347
2025-05-17 18:10:00,car,68,247,104,264
2025-05-17 18:10:00,person,396,404,406,431
2025-05-17 18:10:00,person,384,407,396,432
2025-05-17 18:10:00,car,78,215,102,230
2025-05-17 18:10:00,car,222,257,252,270
2025-05-17 18:10:00,car,285,323,335,347
2025-05-17 18:10:00,car,68,247,104,264
2025-05-17 18:10:00,car,78,216,101,230
2025-05-17 18:10:00,person,396,405,405,431
2025-05-17 18:10:00,car,222,257,251,270
2025-05-17 18:10:01,car,284,323,335,347
2025-05-17 18:10:01,car,69,247,104,264
2025-05-17 18:10:01,person,396,404,405,431
2025-05-17 18:10:01,car,222,257,252,270
2025-05-17 18:10:01,car,78,217,101,230
2025-05-17 18:10:01,car,285,323,335,347
2025-05-17 18:10:01,car,68,247,104,264
2025-05-17 18:10:01,person,396,404,405,431
2025-05-17 18:10:01,car,222,257,252,270
2025-05-17 18:10:01,car,284,323,335,347
2025-05-17 18:10:01,car,68,247,105,264
2025-05-17 18:10:01,person,396,404,405,430
2025-05-17 18:10:01,person,384,406,396,431
2025-05-17 18:10:01,car,80,287,115,310
2025-05-17 18:10:01,car,222,257,252,270
2025-05-17 18:10:01,car,285,323,335,347
2025-05-17 18:10:01,car,68,247,104,264
2025-05-17 18:10:01,person,384,406,396,431
2025-05-17 18:10:01,person,396,404,405,431
2025-05-17 18:10:01,car,222,257,251,270
2025-05-17 18:10:01,car,284,323,335,347
2025-05-17 18:10:01,car,68,247,104,264
2025-05-17 18:10:01,person,396,404,405,431
2025-05-17 18:10:01,car,222,257,251,270
2025-05-17 18:10:01,person,384,406,396,431
2025-05-17 18:10:01,car,285,323,335,347
2025-05-17 18:10:01,car,68,248,104,264
2025-05-17 18:10:01,person,384,405,396,431
2025-05-17 18:10:01,person,396,405,405,430
2025-05-17 18:10:01,car,222,257,251,270
2025-05-17 18:10:01,car,285,322,335,347
2025-05-17 18:10:01,car,69,247,104,264
2025-05-17 18:10:01,person,396,404,405,431
2025-05-17 18:10:01,person,384,406,396,431
2025-05-17 18:10:01,car,222,257,251,270
2025-05-17 18:10:02,car,285,322,335,347
2025-05-17 18:10:02,car,68,247,104,264
2025-05-17 18:10:02,person,396,404,405,430
2025-05-17 18:10:02,person,384,405,396,430
2025-05-17 18:10:02,car,222,257,252,270
2025-05-17 18:10:02,car,78,216,101,230
2025-05-17 18:10:02,car,285,323,335,347
2025-05-17 18:10:02,car,68,247,104,264
2025-05-17 18:10:02,person,396,404,405,430
2025-05-17 18:10:02,person,384,405,396,431
2025-05-17 18:10:02,car,222,257,252,270
2025-05-17 18:10:02,car,285,322,335,347
2025-05-17 18:10:02,car,68,247,104,264
2025-05-17 18:10:02,person,396,404,405,430
2025-05-17 18:10:02,person,384,405,395,430
2025-05-17 18:10:02,car,222,256,251,270
2025-05-17 18:10:02,car,284,323,335,347
2025-05-17 18:10:02,car,68,247,104,264
2025-05-17 18:10:02,person,396,404,405,430
2025-05-17 18:10:02,person,384,405,395,431
2025-05-17 18:10:02,car,284,323,335,347
2025-05-17 18:10:02,car,69,247,104,264
2025-05-17 18:10:02,person,392,397,401,423
2025-05-17 18:10:02,person,381,400,390,425
2025-05-17 18:10:02,car,285,322,335,347
2025-05-17 18:10:02,car,68,247,104,264
2025-05-17 18:10:02,person,392,397,401,422
2025-05-17 18:10:02,person,380,399,390,424
2025-05-17 18:10:02,car,284,323,335,347
2025-05-17 18:10:02,car,69,247,104,264
2025-05-17 18:10:02,person,392,397,401,422
2025-05-17 18:10:03,person,380,399,390,424
2025-05-17 18:10:03,car,222,257,252,270
2025-05-17 18:10:03,car,285,323,335,347
2025-05-17 18:10:03,car,69,247,104,264
2025-05-17 18:10:03,person,392,397,401,422
2025-05-17 18:10:03,person,380,400,390,424
2025-05-17 18:10:03,car,223,257,252,270
2025-05-17 18:10:03,car,285,322,335,347
2025-05-17 18:10:03,person,393,397,401,422
2025-05-17 18:10:03,car,69,247,104,264
2025-05-17 18:10:03,person,380,399,390,423
2025-05-17 18:10:03,car,223,256,252,270
2025-05-17 18:10:03,car,285,323,335,347
2025-05-17 18:10:03,car,69,247,104,264
2025-05-17 18:10:03,person,392,397,401,423
2025-05-17 18:10:03,person,380,399,390,424
2025-05-17 18:10:03,car,223,257,252,270
2025-05-17 18:10:03,car,284,323,335,347
2025-05-17 18:10:03,car,69,247,104,264
2025-05-17 18:10:03,person,392,397,401,422
2025-05-17 18:10:03,person,380,399,390,424
2025-05-17 18:10:03,car,223,257,252,270
2025-05-17 18:10:03,car,285,323,335,347
2025-05-17 18:10:03,car,68,246,104,264
2025-05-17 18:10:03,person,392,397,400,423
2025-05-17 18:10:03,person,380,400,390,424
2025-05-17 18:10:03,car,222,257,252,270
2025-05-17 18:10:03,car,544,357,579,381
2025-05-17 18:10:03,car,285,323,335,347
2025-05-17 18:10:03,car,68,247,104,264
2025-05-17 18:10:03,person,392,396,400,421
2025-05-17 18:10:03,person,380,399,390,424
2025-05-17 18:10:04,car,284,323,335,347
2025-05-17 18:10:04,car,68,247,104,264
2025-05-17 18:10:04,person,392,396,400,422
2025-05-17 18:10:04,person,380,399,390,423
2025-05-17 18:10:04,car,223,257,252,270
2025-05-17 18:10:04,car,285,322,335,347
2025-05-17 18:10:04,person,392,396,401,422
2025-05-17 18:10:04,car,68,248,104,264
2025-05-17 18:10:04,person,379,398,390,424
2025-05-17 18:10:04,car,223,257,252,270
2025-05-17 18:10:04,car,285,322,335,347
2025-05-17 18:10:04,car,68,248,104,264
2025-05-17 18:10:04,person,392,396,401,422
2025-05-17 18:10:04,person,380,398,390,424
2025-05-17 18:10:04,car,222,257,252,270
2025-05-17 18:10:04,car,68,247,104,264
2025-05-17 18:10:04,car,285,322,335,347
2025-05-17 18:10:04,person,392,396,401,422
2025-05-17 18:10:04,person,380,399,390,423
2025-05-17 18:10:04,car,221,257,252,270
2025-05-17 18:10:04,car,285,323,335,347
2025-05-17 18:10:04,car,68,247,104,264
2025-05-17 18:10:04,person,392,396,400,423
2025-05-17 18:10:04,person,380,399,390,423
2025-05-17 18:10:04,car,221,256,252,270
2025-05-17 18:10:04,car,285,323,335,347
2025-05-17 18:10:04,car,68,247,104,264
2025-05-17 18:10:04,person,392,396,400,423
2025-05-17 18:10:04,person,380,399,390,423
2025-05-17 18:10:04,car,221,256,252,270
2025-05-17 18:10:04,car,80,288,115,310
2025-05-17 18:10:04,car,285,322,335,347
2025-05-17 18:10:04,car,68,247,104,264
2025-05-17 18:10:04,person,392,396,401,423
2025-05-17 18:10:04,person,380,399,390,423
2025-05-17 18:10:04,car,221,256,252,270
2025-05-17 18:10:04,car,80,288,115,310
2025-05-17 18:10:05,car,284,323,335,347
2025-05-17 18:10:05,person,392,396,400,423
2025-05-17 18:10:05,car,68,248,104,264
2025-05-17 18:10:05,person,380,399,390,423
2025-05-17 18:10:05,car,222,256,253,270
2025-05-17 18:10:05,car,285,323,335,347
2025-05-17 18:10:05,car,68,248,104,264
2025-05-17 18:10:05,person,392,396,400,421
2025-05-17 18:10:05,person,380,399,390,423
2025-05-17 18:10:05,car,223,256,254,270
2025-05-17 18:10:05,car,78,216,100,230
2025-05-17 18:10:05,car,285,322,335,347
2025-05-17 18:10:05,car,69,248,104,264
2025-05-17 18:10:05,person,392,396,400,422
2025-05-17 18:10:05,car,222,256,253,270
2025-05-17 18:10:05,person,380,399,390,423
2025-05-17 18:10:05,car,78,216,100,230
2025-05-17 18:10:05,car,285,323,335,347
2025-05-17 18:10:05,car,69,248,104,264
2025-05-17 18:10:05,person,392,396,400,421
2025-05-17 18:10:05,car,222,257,252,270
2025-05-17 18:10:05,person,380,398,390,423
2025-05-17 18:10:05,car,284,323,335,347
2025-05-17 18:10:05,car,69,248,104,264
2025-05-17 18:10:05,person,391,394,401,419
2025-05-17 18:10:05,person,379,393,390,418
2025-05-17 18:10:05,car,221,256,252,269
2025-05-17 18:10:05,car,78,218,98,230
2025-05-17 18:10:05,car,285,323,335,347
2025-05-17 18:10:05,car,69,248,104,264
2025-05-17 18:10:05,person,391,393,401,418
2025-05-17 18:10:05,person,379,394,390,418
2025-05-17 18:10:05,car,78,217,99,230
2025-05-17 18:10:05,car,285,323,335,347
2025-05-17 18:10:05,car,68,248,104,264
2025-05-17 18:10:05,person,391,392,401,418
2025-05-17 18:10:05,person,380,395,390,418
2025-05-17 18:10:05,car,285,323,335,347
2025-05-17 18:10:05,car,69,248,104,264
2025-05-17 18:10:05,person,391,393,401,419
2025-05-17 18:10:05,person,380,393,390,418
2025-05-17 18:10:06,car,285,323,335,347
2025-05-17 18:10:06,car,68,248,104,264
2025-05-17 18:10:06,person,391,393,401,419
2025-05-17 18:10:06,person,380,393,390,418
2025-05-17 18:10:06,car,285,323,335,347
2025-05-17 18:10:06,car,68,248,104,264
2025-05-17 18:10:06,person,391,393,400,419
2025-05-17 18:10:06,person,380,394,390,418
2025-05-17 18:10:06,car,223,257,253,270
2025-05-17 18:10:06,car,285,323,335,347
2025-05-17 18:10:06,car,69,248,104,264
2025-05-17 18:10:06,person,391,391,401,418
2025-05-17 18:10:06,person,380,394,390,417
2025-05-17 18:10:06,car,78,217,99,230
2025-05-17 18:10:06,car,545,357,577,379
2025-05-17 18:10:06,car,285,323,336,347
2025-05-17 18:10:06,car,69,248,105,264
2025-05-17 18:10:06,person,391,391,401,418
2025-05-17 18:10:06,person,380,394,390,417
2025-05-17 18:10:06,car,78,217,98,230
2025-05-17 18:10:06,car,285,323,335,347
2025-05-17 18:10:06,car,69,247,104,264
2025-05-17 18:10:06,person,391,391,401,418
2025-05-17 18:10:06,person,380,394,390,417
2025-05-17 18:10:06,car,285,323,335,347
2025-05-17 18:10:06,car,69,247,104,264
2025-05-17 18:10:06,person,391,391,400,418
2025-05-17 18:10:06,person,380,394,390,417
2025-05-17 18:10:06,car,80,288,115,310
2025-05-17 18:10:06,car,285,323,335,347
2025-05-17 18:10:06,car,69,248,104,264
2025-05-17 18:10:06,person,391,391,401,418
2025-05-17 18:10:06,person,380,394,390,417
2025-05-17 18:10:07,car,285,323,335,347
2025-05-17 18:10:07,car,68,247,104,264
2025-05-17 18:10:07,person,390,391,401,419
2025-05-17 18:10:07,person,379,394,390,417
2025-05-17 18:10:07,car,285,323,335,347
2025-05-17 18:10:07,car,69,248,105,264
2025-05-17 18:10:07,person,390,391,401,418
2025-05-17 18:10:07,person,380,394,390,417
2025-05-17 18:10:07,car,284,323,335,347
2025-05-17 18:10:07,car,69,248,104,264
2025-05-17 18:10:07,person,390,391,400,418
2025-05-17 18:10:07,person,380,393,390,417
2025-05-17 18:10:07,car,285,323,335,347
2025-05-17 18:10:07,car,69,247,104,264
2025-05-17 18:10:07,person,390,391,400,418
2025-05-17 18:10:07,person,379,393,390,417
2025-05-17 18:10:07,car,285,323,335,347
2025-05-17 18:10:07,car,69,246,105,264
2025-05-17 18:10:07,person,390,391,400,418
2025-05-17 18:10:07,person,380,393,390,416
2025-05-17 18:10:07,car,284,323,335,347
2025-05-17 18:10:07,car,69,248,104,264
2025-05-17 18:10:07,person,390,391,400,418
2025-05-17 18:10:07,person,379,392,390,416
2025-05-17 18:10:07,car,285,323,336,347
2025-05-17 18:10:07,car,69,247,104,264
2025-05-17 18:10:07,person,390,391,400,417
2025-05-17 18:10:07,person,378,391,390,417
2025-05-17 18:10:07,car,285,323,335,347
2025-05-17 18:10:07,car,69,248,104,264
2025-05-17 18:10:07,person,390,391,400,418
2025-05-17 18:10:07,person,379,391,391,417
2025-05-17 18:10:08,car,285,323,335,347
2025-05-17 18:10:08,car,69,247,105,264
2025-05-17 18:10:08,person,390,390,400,417
2025-05-17 18:10:08,person,380,391,390,416
2025-05-17 18:10:08,car,80,288,115,310
2025-05-17 18:10:08,car,284,323,335,347
2025-05-17 18:10:08,car,68,248,104,264
2025-05-17 18:10:08,person,390,391,400,417
2025-05-17 18:10:08,car,544,357,578,380
2025-05-17 18:10:08,car,80,288,115,310
2025-05-17 18:10:08,person,379,392,390,416
2025-05-17 18:10:08,car,285,323,335,347
2025-05-17 18:10:08,car,69,248,105,264
2025-05-17 18:10:08,person,390,390,399,417
2025-05-17 18:10:08,car,543,357,578,380
2025-05-17 18:10:08,car,80,288,114,310
2025-05-17 18:10:08,person,379,391,390,417
2025-05-17 18:10:08,car,224,258,252,270
2025-05-17 18:10:08,car,285,323,335,347
2025-05-17 18:10:08,car,68,248,104,264
2025-05-17 18:10:08,person,389,387,399,413
2025-05-17 18:10:08,person,377,388,388,413
2025-05-17 18:10:08,car,222,257,252,269
2025-05-17 18:10:08,car,285,323,335,346
2025-05-17 18:10:08,car,69,247,105,264
2025-05-17 18:10:08,person,388,387,399,414
2025-05-17 18:10:08,person,377,388,388,413
2025-05-17 18:10:08,car,222,257,251,269
2025-05-17 18:10:08,car,285,323,335,347
2025-05-17 18:10:08,car,69,248,105,264
2025-05-17 18:10:08,person,388,386,398,413
2025-05-17 18:10:08,person,378,388,388,413
2025-05-17 18:10:08,car,222,257,252,269
2025-05-17 18:10:08,car,285,323,335,347
2025-05-17 18:10:08,car,69,247,104,264
2025-05-17 18:10:08,person,388,386,398,413
2025-05-17 18:10:08,car,222,257,252,269
2025-05-17 18:10:08,person,378,388,388,413
2025-05-17 18:10:08,person,407,383,418,410
2025-05-17 18:10:08,car,544,357,577,382
2025-05-17 18:10:09,car,285,323,335,347
2025-05-17 18:10:09,person,388,386,398,413
2025-05-17 18:10:09,car,69,247,105,264
2025-05-17 18:10:09,car,222,257,252,269
2025-05-17 18:10:09,person,378,387,388,413
2025-05-17 18:10:09,car,285,323,335,347
2025-05-17 18:10:09,person,388,387,398,413
2025-05-17 18:10:09,car,68,248,104,264
2025-05-17 18:10:09,car,222,257,252,270
2025-05-17 18:10:09,person,378,387,388,412
2025-05-17 18:10:09,person,407,384,418,411
2025-05-17 18:10:09,car,285,323,335,347
2025-05-17 18:10:09,car,69,247,104,264
2025-05-17 18:10:09,person,388,386,398,412
2025-05-17 18:10:09,person,378,387,387,412
2025-05-17 18:10:09,car,223,257,252,269
2025-05-17 18:10:09,car,544,357,578,382
2025-05-17 18:10:09,car,285,323,335,347
2025-05-17 18:10:09,person,388,386,398,413
2025-05-17 18:10:09,car,68,247,104,264
2025-05-17 18:10:09,person,385,385,398,414
2025-05-17 18:10:09,car,222,257,252,270
2025-05-17 18:10:09,car,285,323,335,347
2025-05-17 18:10:09,car,68,248,104,264
2025-05-17 18:10:09,person,388,386,398,412
2025-05-17 18:10:09,person,384,385,398,413
2025-05-17 18:10:09,car,222,257,252,270
2025-05-17 18:10:09,car,285,323,335,347
2025-05-17 18:10:09,car,68,248,104,264
2025-05-17 18:10:09,person,388,386,398,412
2025-05-17 18:10:09,car,222,257,252,270
2025-05-17 18:10:09,car,285,323,336,347
2025-05-17 18:10:09,car,68,248,105,264
2025-05-17 18:10:09,person,387,386,397,412
2025-05-17 18:10:09,car,222,257,252,270
2025-05-17 18:10:10,car,285,323,336,347
2025-05-17 18:10:10,car,69,247,104,264
2025-05-17 18:10:10,person,387,386,397,412
2025-05-17 18:10:10,car,221,257,252,270
2025-05-17 18:10:10,car,285,323,336,347
2025-05-17 18:10:10,car,68,247,104,264
2025-05-17 18:10:10,person,387,386,397,411
2025-05-17 18:10:10,car,222,257,252,269
2025-05-17 18:10:10,car,78,216,100,230
2025-05-17 18:10:10,car,286,323,336,347
2025-05-17 18:10:10,person,387,386,397,411
2025-05-17 18:10:10,car,69,247,104,264
2025-05-17 18:10:10,car,222,257,253,269
2025-05-17 18:10:10,person,407,384,418,411
2025-05-17 18:10:10,person,378,387,387,409
2025-05-17 18:10:10,car,286,323,335,347
2025-05-17 18:10:10,car,68,248,104,264
2025-05-17 18:10:10,person,387,386,397,411
2025-05-17 18:10:10,car,222,257,252,270
2025-05-17 18:10:10,car,544,357,578,380
2025-05-17 18:10:10,car,286,323,335,347
2025-05-17 18:10:10,car,69,248,104,264
2025-05-17 18:10:10,person,387,386,397,411
2025-05-17 18:10:10,car,78,217,99,230
2025-05-17 18:10:10,car,222,257,252,270
2025-05-17 18:10:10,car,286,323,336,347
2025-05-17 18:10:10,person,387,386,397,411
2025-05-17 18:10:10,car,68,247,105,264
2025-05-17 18:10:10,car,222,257,252,270
2025-05-17 18:10:10,car,286,322,335,346
2025-05-17 18:10:10,car,68,248,104,264
2025-05-17 18:10:10,person,387,386,397,411
2025-05-17 18:10:10,car,78,217,100,230
2025-05-17 18:10:10,car,222,257,252,270
2025-05-17 18:10:10,car,286,323,335,347
2025-05-17 18:10:10,car,68,248,104,264
2025-05-17 18:10:10,person,387,386,397,410
2025-05-17 18:10:10,car,222,257,252,270
2025-05-17 18:10:10,car,78,216,100,230
2025-05-17 18:10:10,person,384,385,395,410
2025-05-17 18:10:11,car,285,323,335,347
2025-05-17 18:10:11,car,69,247,104,264
2025-05-17 18:10:11,person,389,381,397,407
2025-05-17 18:10:11,person,377,384,387,407
2025-05-17 18:10:11,car,78,217,99,230
2025-05-17 18:10:11,car,223,257,253,270
2025-05-17 18:10:11,car,285,323,335,347
2025-05-17 18:10:11,car,69,247,104,264
2025-05-17 18:10:11,person,389,381,398,407
2025-05-17 18:10:11,person,377,383,387,406
2025-05-17 18:10:11,car,78,217,99,230
